날짜,출연자,소스,값
2026-01-01,정호영,datalab,81.29453
2026-01-01,정호영,google,76.0
2026-01-01,정호영,youtube,96.0
2026-01-01,최강록,datalab,20.74269
2026-01-01,최강록,google,28.0
2026-01-01,최강록,youtube,16.0
2026-01-01,후덕죽,datalab,66.59627
2026-01-01,후덕죽,google,67.0
2026-01-01,후덕죽,youtube,51.0
2026-01-02,샘킴,datalab,51.89645
2026-01-02,샘킴,google,48.0
2026-01-02,샘킴,youtube,93.0
2026-01-02,선재스님,datalab,58.83105
2026-01-02,선재스님,google,54.0
2026-01-02,선재스님,youtube,47.0
2026-01-02,손종원,datalab,57.57104
2026-01-02,손종원,google,62.0
2026-01-02,손종원,youtube,80.0
2026-01-02,아기맹수,datalab,25.24336
2026-01-02,아기맹수,google,131.0
2026-01-02,아기맹수,youtube,80.0
2026-01-02,요리괴물,datalab,38.55749
2026-01-02,요리괴물,google,42.0
2026-01-02,요리괴물,youtube,52.0
2026-01-02,윤준모,datalab,66.92178
2026-01-02,윤준모,google,25.0
2026-01-02,윤준모,youtube,57.0
2026-01-02,임성근,datalab,77.40792
2026-01-02,임성근,google,69.0
2026-01-02,임성근,youtube,72.0
2026-01-02,정호영,datalab,55.11876
2026-01-02,정호영,google,45.0
2026-01-02,정호영,youtube,78.0
2026-01-02,최강록,datalab,13.42676
2026-01-02,최강록,google,18.0
2026-01-02,최강록,youtube,15.0
2026-01-02,후덕죽,datalab,35.04031
2026-01-02,후덕죽,google,38.0
2026-01-02,후덕죽,youtube,41.0
2026-01-03,샘킴,datalab,79.90293
2026-01-03,샘킴,google,100.0
2026-01-03,샘킴,youtube,100.0
2026-01-03,선재스님,datalab,60.00075
2026-01-03,선재스님,google,60.0
2026-01-03,선재스님,youtube,45.0
2026-01-03,손종원,datalab,57.9125
2026-01-03,손종원,google,65.0
2026-01-03,손종원,youtube,76.0
2026-01-03,아기맹수,datalab,20.64624
2026-01-03,아기맹수,google,135.0
2026-01-03,아기맹수,youtube,73.0
2026-01-03,요리괴물,datalab,29.55927
2026-01-03,요리괴물,google,37.0
2026-01-03,요리괴물,youtube,45.0
2026-01-03,윤준모,datalab,53.27247
2026-01-03,윤준모,google,21.0
2026-01-03,윤준모,youtube,51.0
2026-01-03,임성근,datalab,73.65798
2026-01-03,임성근,google,77.0
2026-01-03,임성근,youtube,74.0
2026-01-03,정호영,datalab,100.0
2026-01-03,정호영,google,87.0
2026-01-03,정호영,youtube,91.0
2026-01-03,최강록,datalab,13.55338
2026-01-03,최강록,google,19.0
2026-01-03,최강록,youtube,13.0
2026-01-03,후덕죽,datalab,35.861
2026-01-03,후덕죽,google,42.0
2026-01-03,후덕죽,youtube,36.0
2026-01-04,샘킴,datalab,77.8357
2026-01-04,샘킴,google,68.0
2026-01-04,샘킴,youtube,79.0
2026-01-04,선재스님,datalab,55.63035
2026-01-04,선재스님,google,54.0
2026-01-04,선재스님,youtube,31.0
2026-01-04,손종원,datalab,54.39541
2026-01-04,손종원,google,68.0
2026-01-04,손종원,youtube,74.0
2026-01-04,아기맹수,datalab,49.34508
2026-01-04,아기맹수,google,352.0
2026-01-04,아기맹수,youtube,99.0
2026-01-04,요리괴물,datalab,25.18996
2026-01-04,요리괴물,google,32.0
2026-01-04,요리괴물,youtube,36.0
2026-01-04,윤준모,datalab,49.00641
2026-01-04,윤준모,google,12.0
2026-01-04,윤준모,youtube,43.0
2026-01-04,임성근,datalab,68.33102
2026-01-04,임성근,google,72.0
2026-01-04,임성근,youtube,70.0
2026-01-04,정호영,datalab,88.01662
2026-01-04,정호영,google,64.0
2026-01-04,정호영,youtube,83.0
2026-01-04,최강록,datalab,13.31436
2026-01-04,최강록,google,16.0
2026-01-04,최강록,youtube,12.0
2026-01-04,후덕죽,datalab,32.71741
2026-01-04,후덕죽,google,39.0
2026-01-04,후덕죽,youtube,27.0
2026-01-05,샘킴,datalab,48.67877
2026-01-05,샘킴,google,41.0
2026-01-05,샘킴,youtube,69.0
2026-01-05,선재스님,datalab,36.30961
2026-01-05,선재스님,google,29.0
2026-01-05,선재스님,youtube,25.0
2026-01-05,손종원,datalab,41.88261
2026-01-05,손종원,google,47.0
2026-01-05,손종원,youtube,71.0
2026-01-05,아기맹수,datalab,39.631
2026-01-05,아기맹수,google,199.0
2026-01-05,아기맹수,youtube,74.0
2026-01-05,요리괴물,datalab,19.28824
2026-01-05,요리괴물,google,20.0
2026-01-05,요리괴물,youtube,31.0
2026-01-05,윤준모,datalab,32.43985
2026-01-05,윤준모,google,9.0
2026-01-05,윤준모,youtube,36.0
2026-01-05,임성근,datalab,57.3997
2026-01-05,임성근,google,48.0
2026-01-05,임성근,youtube,60.0
2026-01-05,정호영,datalab,50.07125
2026-01-05,정호영,google,37.0
2026-01-05,정호영,youtube,76.0
2026-01-05,최강록,datalab,9.00476
2026-01-05,최강록,google,12.0
2026-01-05,최강록,youtube,10.0
2026-01-05,후덕죽,datalab,17.86811
2026-01-05,후덕죽,google,30.0
2026-01-05,후덕죽,youtube,24.0
2026-01-06,샘킴,datalab,40.17616
2026-01-06,샘킴,google,30.0
2026-01-06,샘킴,youtube,55.0
2026-01-06,선재스님,datalab,75.50774
2026-01-06,선재스님,google,78.0
2026-01-06,선재스님,youtube,32.0
2026-01-06,손종원,datalab,71.91258
2026-01-06,손종원,google,65.0
2026-01-06,손종원,youtube,80.0
2026-01-06,아기맹수,datalab,24.08134
2026-01-06,아기맹수,google,112.0
2026-01-06,아기맹수,youtube,49.0
2026-01-06,요리괴물,datalab,59.92274
2026-01-06,요리괴물,google,74.0
2026-01-06,요리괴물,youtube,75.0
2026-01-06,윤준모,datalab,64.29282
2026-01-06,윤준모,google,37.0
2026-01-06,윤준모,youtube,60.0
2026-01-06,임성근,datalab,78.0603
2026-01-06,임성근,google,65.0
2026-01-06,임성근,youtube,67.0
2026-01-06,정호영,datalab,70.14251
2026-01-06,정호영,google,70.0
2026-01-06,정호영,youtube,81.0
2026-01-06,최강록,datalab,34.1225
2026-01-06,최강록,google,56.0
2026-01-06,최강록,youtube,36.0
2026-01-06,후덕죽,datalab,78.42196
2026-01-06,후덕죽,google,100.0
2026-01-06,후덕죽,youtube,77.0
2026-01-07,샘킴,datalab,33.16555
2026-01-07,샘킴,google,29.0
2026-01-07,샘킴,youtube,60.0
2026-01-07,선재스님,datalab,78.731
2026-01-07,선재스님,google,61.0
2026-01-07,선재스님,youtube,45.0
2026-01-07,손종원,datalab,57.49895
2026-01-07,손종원,google,53.0
2026-01-07,손종원,youtube,71.0
2026-01-07,아기맹수,datalab,20.74817
2026-01-07,아기맹수,google,91.0
2026-01-07,아기맹수,youtube,42.0
2026-01-07,요리괴물,datalab,67.32522
2026-01-07,요리괴물,google,62.0
2026-01-07,요리괴물,youtube,77.0
2026-01-07,윤준모,datalab,70.26117
2026-01-07,윤준모,google,33.0
2026-01-07,윤준모,youtube,67.0
2026-01-07,임성근,datalab,71.39261
2026-01-07,임성근,google,52.0
2026-01-07,임성근,youtube,59.0
2026-01-07,정호영,datalab,72.38717
2026-01-07,정호영,google,61.0
2026-01-07,정호영,youtube,100.0
2026-01-07,최강록,datalab,42.14981
2026-01-07,최강록,google,47.0
2026-01-07,최강록,youtube,46.0
2026-01-07,후덕죽,datalab,100.0
2026-01-07,후덕죽,google,88.0
2026-01-07,후덕죽,youtube,100.0
2026-01-08,샘킴,datalab,30.27143
2026-01-08,샘킴,google,23.0
2026-01-08,샘킴,youtube,51.0
2026-01-08,선재스님,datalab,54.64871
2026-01-08,선재스님,google,42.0
2026-01-08,선재스님,youtube,35.0
2026-01-08,손종원,datalab,49.9298
2026-01-08,손종원,google,50.0
2026-01-08,손종원,youtube,55.0
2026-01-08,아기맹수,datalab,16.75755
2026-01-08,아기맹수,google,82.0
2026-01-08,아기맹수,youtube,35.0
2026-01-08,요리괴물,datalab,31.88323
2026-01-08,요리괴물,google,36.0
2026-01-08,요리괴물,youtube,39.0
2026-01-08,윤준모,datalab,48.20674
2026-01-08,윤준모,google,22.0
2026-01-08,윤준모,youtube,44.0
2026-01-08,임성근,datalab,51.31761
2026-01-08,임성근,google,36.0
2026-01-08,임성근,youtube,49.0
2026-01-08,정호영,datalab,60.2494
2026-01-08,정호영,google,48.0
2026-01-08,정호영,youtube,83.0
2026-01-08,최강록,datalab,26.69701
2026-01-08,최강록,google,33.0
2026-01-08,최강록,youtube,34.0
2026-01-08,후덕죽,datalab,62.03205
2026-01-08,후덕죽,google,56.0
2026-01-08,후덕죽,youtube,67.0
2026-01-09,샘킴,datalab,24.48319
2026-01-09,샘킴,google,19.0
2026-01-09,샘킴,youtube,37.0
2026-01-09,선재스님,datalab,46.84444
2026-01-09,선재스님,google,38.0
2026-01-09,선재스님,youtube,32.0
2026-01-09,손종원,datalab,42.16716
2026-01-09,손종원,google,40.0
2026-01-09,손종원,youtube,48.0
2026-01-09,아기맹수,datalab,13.42948
2026-01-09,아기맹수,google,73.0
2026-01-09,아기맹수,youtube,28.0
2026-01-09,요리괴물,datalab,25.10131
2026-01-09,요리괴물,google,27.0
2026-01-09,요리괴물,youtube,33.0
2026-01-09,윤준모,datalab,38.03411
2026-01-09,윤준모,google,17.0
2026-01-09,윤준모,youtube,35.0
2026-01-09,임성근,datalab,40.47875
2026-01-09,임성근,google,31.0
2026-01-09,임성근,youtube,42.0
2026-01-09,정호영,datalab,53.59857
2026-01-09,정호영,google,38.0
2026-01-09,정호영,youtube,74.0
2026-01-09,최강록,datalab,19.23881
2026-01-09,최강록,google,25.0
2026-01-09,최강록,youtube,26.0
2026-01-09,후덕죽,datalab,48.55058
2026-01-09,후덕죽,google,43.0
2026-01-09,후덕죽,youtube,52.0
2026-01-10,샘킴,datalab,26.99982
2026-01-10,샘킴,google,24.0
2026-01-10,샘킴,youtube,38.0
2026-01-10,선재스님,datalab,87.97201
2026-01-10,선재스님,google,100.0
2026-01-10,선재스님,youtube,75.0
2026-01-10,손종원,datalab,36.93895
2026-01-10,손종원,google,37.0
2026-01-10,손종원,youtube,45.0
2026-01-10,아기맹수,datalab,13.45497
2026-01-10,아기맹수,google,57.0
2026-01-10,아기맹수,youtube,30.0
2026-01-10,요리괴물,datalab,21.55521
2026-01-10,요리괴물,google,27.0
2026-01-10,요리괴물,youtube,26.0
2026-01-10,윤준모,datalab,38.39104
2026-01-10,윤준모,google,21.0
2026-01-10,윤준모,youtube,31.0
2026-01-10,임성근,datalab,43.01638
2026-01-10,임성근,google,35.0
2026-01-10,임성근,youtube,43.0
2026-01-10,정호영,datalab,57.2684
2026-01-10,정호영,google,44.0
2026-01-10,정호영,youtube,70.0
2026-01-10,최강록,datalab,19.15486
2026-01-10,최강록,google,30.0
2026-01-10,최강록,youtube,22.0
2026-01-10,후덕죽,datalab,55.49529
2026-01-10,후덕죽,google,65.0
2026-01-10,후덕죽,youtube,49.0
2026-01-11,샘킴,datalab,32.03307
2026-01-11,샘킴,google,23.0
2026-01-11,샘킴,youtube,35.0
2026-01-11,선재스님,datalab,67.23709
2026-01-11,선재스님,google,56.0
2026-01-11,선재스님,youtube,63.0
2026-01-11,손종원,datalab,34.57904
2026-01-11,손종원,google,33.0
2026-01-11,손종원,youtube,41.0
2026-01-11,아기맹수,datalab,15.3407
2026-01-11,아기맹수,google,69.0
2026-01-11,아기맹수,youtube,31.0
2026-01-11,요리괴물,datalab,19.09194
2026-01-11,요리괴물,google,22.0
2026-01-11,요리괴물,youtube,22.0
2026-01-11,윤준모,datalab,49.08535
2026-01-11,윤준모,google,18.0
2026-01-11,윤준모,youtube,40.0
2026-01-11,임성근,datalab,43.76123
2026-01-11,임성근,google,30.0
2026-01-11,임성근,youtube,36.0
2026-01-11,정호영,datalab,64.53681
2026-01-11,정호영,google,35.0
2026-01-11,정호영,youtube,66.0
2026-01-11,최강록,datalab,18.75649
2026-01-11,최강록,google,22.0
2026-01-11,최강록,youtube,20.0
2026-01-11,후덕죽,datalab,47.6003
2026-01-11,후덕죽,google,42.0
2026-01-11,후덕죽,youtube,39.0
2026-01-12,샘킴,datalab,22.8294
2026-01-12,샘킴,google,13.0
2026-01-12,샘킴,youtube,29.0
2026-01-12,선재스님,datalab,34.1545
2026-01-12,선재스님,google,24.0
2026-01-12,선재스님,youtube,38.0
2026-01-12,손종원,datalab,25.05596
2026-01-12,손종원,google,22.0
2026-01-12,손종원,youtube,35.0
2026-01-12,아기맹수,datalab,15.3356
2026-01-12,아기맹수,google,86.0
2026-01-12,아기맹수,youtube,64.0
2026-01-12,요리괴물,datalab,13.15856
2026-01-12,요리괴물,google,13.0
2026-01-12,요리괴물,youtube,16.0
2026-01-12,윤준모,datalab,25.006
2026-01-12,윤준모,google,10.0
2026-01-12,윤준모,youtube,23.0
2026-01-12,임성근,datalab,29.81455
2026-01-12,임성근,google,21.0
2026-01-12,임성근,youtube,32.0
2026-01-12,정호영,datalab,38.56294
2026-01-12,정호영,google,20.0
2026-01-12,정호영,youtube,53.0
2026-01-12,최강록,datalab,14.05563
2026-01-12,최강록,google,20.0
2026-01-12,최강록,youtube,19.0
2026-01-12,후덕죽,datalab,25.98387
2026-01-12,후덕죽,google,25.0
2026-01-12,후덕죽,youtube,27.0
2026-01-13,샘킴,datalab,25.63365
2026-01-13,샘킴,google,20.0
2026-01-13,샘킴,youtube,27.0
2026-01-13,선재스님,datalab,36.99037
2026-01-13,선재스님,google,33.0
2026-01-13,선재스님,youtube,30.0
2026-01-13,손종원,datalab,31.84353
2026-01-13,손종원,google,30.0
2026-01-13,손종원,youtube,37.0
2026-01-13,아기맹수,datalab,50.07899
2026-01-13,아기맹수,google,170.0
2026-01-13,아기맹수,youtube,100.0
2026-01-13,요리괴물,datalab,98.87284
2026-01-13,요리괴물,google,50.0
2026-01-13,요리괴물,youtube,60.0
2026-01-13,윤준모,datalab,24.26811
2026-01-13,윤준모,google,12.0
2026-01-13,윤준모,youtube,22.0
2026-01-13,임성근,datalab,29.92756
2026-01-13,임성근,google,23.0
2026-01-13,임성근,youtube,31.0
2026-01-13,정호영,datalab,40.66508
2026-01-13,정호영,google,32.0
2026-01-13,정호영,youtube,53.0
2026-01-13,최강록,datalab,100.0
2026-01-13,최강록,google,100.0
2026-01-13,최강록,youtube,100.0
2026-01-13,후덕죽,datalab,41.67786
2026-01-13,후덕죽,google,35.0
2026-01-13,후덕죽,youtube,27.0
2026-01-14,샘킴,datalab,24.06974
2026-01-14,샘킴,google,18.0
2026-01-14,샘킴,youtube,35.0
2026-01-14,선재스님,datalab,41.67293
2026-01-14,선재스님,google,39.0
2026-01-14,선재스님,youtube,35.0
2026-01-14,손종원,datalab,32.27226
2026-01-14,손종원,google,31.0
2026-01-14,손종원,youtube,41.0
2026-01-14,아기맹수,datalab,48.60098
2026-01-14,아기맹수,google,148.0
2026-01-14,아기맹수,youtube,94.0
2026-01-14,요리괴물,datalab,100.0
2026-01-14,요리괴물,google,37.0
2026-01-14,요리괴물,youtube,82.0
2026-01-14,윤준모,datalab,24.2887
2026-01-14,윤준모,google,9.0
2026-01-14,윤준모,youtube,26.0
2026-01-14,임성근,datalab,75.54836
2026-01-14,임성근,google,32.0
2026-01-14,임성근,youtube,48.0
2026-01-14,정호영,datalab,40.6057
2026-01-14,정호영,google,27.0
2026-01-14,정호영,youtube,57.0
2026-01-14,최강록,datalab,90.46738
2026-01-14,최강록,google,76.0
2026-01-14,최강록,youtube,93.0
2026-01-14,후덕죽,datalab,37.60798
2026-01-14,후덕죽,google,26.0
2026-01-14,후덕죽,youtube,27.0
2026-01-15,샘킴,datalab,0.0
2026-01-15,샘킴,google,16.0
2026-01-15,샘킴,youtube,35.0
2026-01-15,선재스님,datalab,0.0
2026-01-15,선재스님,google,30.0
2026-01-15,선재스님,youtube,32.0
2026-01-15,손종원,datalab,0.0
2026-01-15,손종원,google,24.0
2026-01-15,손종원,youtube,43.0
2026-01-15,아기맹수,datalab,0.0
2026-01-15,아기맹수,google,24.0
2026-01-15,아기맹수,youtube,57.0
2026-01-15,요리괴물,datalab,0.0
2026-01-15,요리괴물,google,20.0
2026-01-15,요리괴물,youtube,43.0
2026-01-15,윤준모,datalab,0.0
2026-01-15,윤준모,google,7.0
2026-01-15,윤준모,youtube,24.0
2026-01-15,임성근,datalab,0.0
2026-01-15,임성근,google,23.0
2026-01-15,임성근,youtube,52.0
2026-01-15,정호영,datalab,0.0
2026-01-15,정호영,google,19.0
2026-01-15,정호영,youtube,57.0
2026-01-15,최강록,datalab,0.0
2026-01-15,최강록,google,45.0
2026-01-15,최강록,youtube,59.0
2026-01-15,후덕죽,datalab,0.0
2026-01-15,후덕죽,google,17.0
2026-01-15,후덕죽,youtube,22.0
